,yearID,teamID,franchID,Rank,DivWin,WCWin,WSWin,name,park,BPF,PPF
737,1922,BSN,ATL,8,,,N,Boston Braves,Braves Field,95,97
738,1922,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,99,100
739,1922,CHN,CHC,5,,,N,Chicago Cubs,Wrigley Field,102,102
740,1922,CIN,CIN,2,,,N,Cincinnati Reds,Crosley Field,98,97
741,1922,CLE,CLE,4,,,N,Cleveland Indians,League Park II,102,100
742,1922,DET,DET,3,,,N,Detroit Tigers,Navin Field,97,96
743,1922,NY1,SFG,1,,,Y,New York Giants,Polo Grounds IV,102,98
744,1922,NYA,NYY,1,,,N,New York Yankees,Polo Grounds IV,102,98
745,1922,PHA,OAK,7,,,N,Philadelphia Athletics,Shibe Park,102,105
746,1922,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,108,113
747,1922,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,102,100
748,1922,SLA,BAL,2,,,N,St. Louis Browns,Sportsman's Park IV,104,103
749,1922,SLN,STL,3,,,N,St. Louis Cardinals,Sportsman's Park IV,95,94
750,1922,WS1,MIN,6,,,N,Washington Senators,Griffith Stadium I,95,96
751,1923,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,100,103
752,1923,BRO,LAD,6,,,N,Brooklyn Robins,Ebbets Field,98,97
753,1923,BSN,ATL,7,,,N,Boston Braves,Braves Field,95,99
754,1923,CHA,CHW,7,,,N,Chicago White Sox,Comiskey Park,99,99
755,1923,CHN,CHC,4,,,N,Chicago Cubs,Wrigley Field,100,100
756,1923,CIN,CIN,2,,,N,Cincinnati Reds,Crosley Field,98,97
757,1923,CLE,CLE,3,,,N,Cleveland Indians,League Park II,100,100
758,1923,DET,DET,2,,,N,Detroit Tigers,Navin Field,98,97
759,1923,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,100,96
760,1923,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,103,100
761,1923,PHA,OAK,6,,,N,Philadelphia Athletics,Shibe Park,101,103
762,1923,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl,111,115
763,1923,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,102,100
764,1923,SLA,BAL,5,,,N,St. Louis Browns,Sportsman's Park IV,106,105
765,1923,SLN,STL,5,,,N,St. Louis Cardinals,Sportsman's Park IV,97,97
766,1923,WS1,MIN,4,,,N,Washington Senators,Griffith Stadium I,95,95
767,1924,BOS,BOS,7,,,N,Boston Red Sox,Fenway Park I,99,103
768,1924,BRO,LAD,2,,,N,Brooklyn Robins,Ebbets Field,97,97
769,1924,BSN,ATL,8,,,N,Boston Braves,Braves Field,95,98
770,1924,CHA,CHW,8,,,N,Chicago White Sox,Comiskey Park,97,97
771,1924,CHN,CHC,5,,,N,Chicago Cubs,Wrigley Field,101,101
772,1924,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,99,97
773,1924,CLE,CLE,6,,,N,Cleveland Indians,League Park II,102,101
774,1924,DET,DET,3,,,N,Detroit Tigers,Navin Field,98,97
775,1924,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,98,95
776,1924,NYA,NYY,2,,,N,New York Yankees,Yankee Stadium I,100,99
777,1924,PHA,OAK,5,,,N,Philadelphia Athletics,Shibe Park,101,101
778,1924,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,112,115
779,1924,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,102,99
780,1924,SLA,BAL,4,,,N,St. Louis Browns,Sportsman's Park IV,106,107
781,1924,SLN,STL,6,,,N,St. Louis Cardinals,Sportsman's Park IV,98,98
782,1924,WS1,MIN,1,,,Y,Washington Senators,Griffith Stadium I,98,96
783,1925,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,99,103
784,1925,BRO,LAD,6,,,N,Brooklyn Robins,Ebbets Field,97,97
785,1925,BSN,ATL,5,,,N,Boston Braves,Braves Field,91,94
786,1925,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,95,95
787,1925,CHN,CHC,8,,,N,Chicago Cubs,Wrigley Field,102,102
788,1925,CIN,CIN,3,,,N,Cincinnati Reds,Crosley Field,98,96
789,1925,CLE,CLE,6,,,N,Cleveland Indians,League Park II,101,101
790,1925,DET,DET,4,,,N,Detroit Tigers,Navin Field,98,98
791,1925,NY1,SFG,2,,,N,New York Giants,Polo Grounds IV,96,95
792,1925,NYA,NYY,7,,,N,New York Yankees,Yankee Stadium I,98,97
793,1925,PHA,OAK,2,,,N,Philadelphia Athletics,Shibe Park,107,106
794,1925,PHI,PHI,6,,,N,Philadelphia Phillies,Baker Bowl,108,112
795,1925,PIT,PIT,1,,,Y,Pittsburgh Pirates,Forbes Field,106,104
796,1925,SLA,BAL,3,,,N,St. Louis Browns,Sportsman's Park IV,105,106
797,1925,SLN,STL,4,,,N,St. Louis Cardinals,Sportsman's Park IV,103,102
798,1925,WS1,MIN,1,,,N,Washington Senators,Griffith Stadium I,99,97
799,1926,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,96,101
800,1926,BRO,LAD,6,,,N,Brooklyn Robins,Ebbets Field,98,100
801,1926,BSN,ATL,7,,,N,Boston Braves,Braves Field,91,93
802,1926,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,97,97
803,1926,CHN,CHC,4,,,N,Chicago Cubs,Wrigley Field,102,101
804,1926,CIN,CIN,2,,,N,Cincinnati Reds,Crosley Field,98,97
805,1926,CLE,CLE,2,,,N,Cleveland Indians,League Park II,101,101
806,1926,DET,DET,6,,,N,Detroit Tigers,Navin Field,101,100
807,1926,NY1,SFG,5,,,N,New York Giants,Polo Grounds IV,99,98
808,1926,NYA,NYY,1,,,N,New York Yankees,Yankee Stadium I,99,96
809,1926,PHA,OAK,3,,,N,Philadelphia Athletics,Shibe Park,106,104
810,1926,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl,108,112
811,1926,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,105,102
812,1926,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,105,107
813,1926,SLN,STL,1,,,Y,St. Louis Cardinals,Sportsman's Park IV,104,103
814,1926,WS1,MIN,4,,,N,Washington Senators,Griffith Stadium I,98,96
815,1927,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,98,102
816,1927,BRO,LAD,6,,,N,Brooklyn Robins,Ebbets Field,100,100
817,1927,BSN,ATL,7,,,N,Boston Braves,Braves Field,92,94
818,1927,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,98,98
819,1927,CHN,CHC,4,,,N,Chicago Cubs,Wrigley Field,101,99
820,1927,CIN,CIN,5,,,N,Cincinnati Reds,Crosley Field,97,97
821,1927,CLE,CLE,6,,,N,Cleveland Indians,League Park II,101,102
822,1927,DET,DET,4,,,N,Detroit Tigers,Navin Field,101,102
823,1927,NY1,SFG,3,,,N,New York Giants,Polo Grounds IV,99,98
824,1927,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,98,94
825,1927,PHA,OAK,2,,,N,Philadelphia Athletics,Shibe Park,105,102
826,1927,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl,95,99
827,1927,PIT,PIT,1,,,N,Pittsburgh Pirates,Forbes Field,107,105
828,1927,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,103,105
829,1927,SLN,STL,2,,,N,St. Louis Cardinals,Sportsman's Park IV,105,102
830,1927,WS1,MIN,3,,,N,Washington Senators,Griffith Stadium I,99,98
831,1928,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,96,100
832,1928,BRO,LAD,6,,,N,Brooklyn Robins,Ebbets Field,99,100
833,1928,BSN,ATL,7,,,N,Boston Braves,Braves Field,94,97
834,1928,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,98,100
835,1928,CHN,CHC,3,,,N,Chicago Cubs,Wrigley Field,99,97
836,1928,CIN,CIN,5,,,N,Cincinnati Reds,Crosley Field,98,99
837,1928,CLE,CLE,7,,,N,Cleveland Indians,League Park II,101,102
838,1928,DET,DET,6,,,N,Detroit Tigers,Navin Field,102,102
839,1928,NY1,SFG,2,,,N,New York Giants,Polo Grounds IV,100,98
840,1928,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,98,94
841,1928,PHA,OAK,2,,,N,Philadelphia Athletics,Shibe Park,103,99
842,1928,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl,106,110
843,1928,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,104,102
844,1928,SLA,BAL,3,,,N,St. Louis Browns,Sportsman's Park IV,103,104
845,1928,SLN,STL,1,,,N,St. Louis Cardinals,Sportsman's Park IV,103,102
846,1928,WS1,MIN,4,,,N,Washington Senators,Griffith Stadium I,99,99
847,1929,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,97,100
848,1929,BRO,LAD,6,,,N,Brooklyn Robins,Ebbets Field,98,98
849,1929,BSN,ATL,8,,,N,Boston Braves,Braves Field,95,98
850,1929,CHA,CHW,7,,,N,Chicago White Sox,Comiskey Park,98,100
851,1929,CHN,CHC,1,,,N,Chicago Cubs,Wrigley Field,100,97
852,1929,CIN,CIN,7,,,N,Cincinnati Reds,Crosley Field,95,97
853,1929,CLE,CLE,3,,,N,Cleveland Indians,League Park II,103,105
854,1929,DET,DET,6,,,N,Detroit Tigers,Navin Field,101,101
855,1929,NY1,SFG,3,,,N,New York Giants,Polo Grounds IV,100,97
856,1929,NYA,NYY,2,,,N,New York Yankees,Yankee Stadium I,94,92
857,1929,PHA,OAK,1,,,Y,Philadelphia Athletics,Shibe Park,104,100
858,1929,PHI,PHI,5,,,N,Philadelphia Phillies,Baker Bowl,106,110
859,1929,PIT,PIT,2,,,N,Pittsburgh Pirates,Forbes Field,103,102
860,1929,SLA,BAL,4,,,N,St. Louis Browns,Sportsman's Park IV,104,104
861,1929,SLN,STL,4,,,N,St. Louis Cardinals,Sportsman's Park IV,103,101
862,1929,WS1,MIN,5,,,N,Washington Senators,Griffith Stadium I,101,100
863,1930,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,96,99
864,1930,BRO,LAD,4,,,N,Brooklyn Robins,Ebbets Field,99,99
865,1930,BSN,ATL,6,,,N,Boston Braves,Braves Field,97,99
866,1930,CHA,CHW,7,,,N,Chicago White Sox,Comiskey Park,96,99
867,1930,CHN,CHC,2,,,N,Chicago Cubs,Wrigley Field,101,98
868,1930,CIN,CIN,7,,,N,Cincinnati Reds,Crosley Field,94,97
869,1930,CLE,CLE,4,,,N,Cleveland Indians,League Park II,103,103
870,1930,DET,DET,5,,,N,Detroit Tigers,Navin Field,102,104
871,1930,NY1,SFG,3,,,N,New York Giants,Polo Grounds IV,98,95
872,1930,NYA,NYY,3,,,N,New York Yankees,Yankee Stadium I,96,93
873,1930,PHA,OAK,1,,,Y,Philadelphia Athletics,Shibe Park,105,101
874,1930,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl,107,110
875,1930,PIT,PIT,5,,,N,Pittsburgh Pirates,Forbes Field,100,100
876,1930,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park IV,103,104
877,1930,SLN,STL,1,,,N,St. Louis Cardinals,Sportsman's Park IV,104,102
878,1930,WS1,MIN,2,,,N,Washington Senators,Griffith Stadium I,101,99
879,1931,BOS,BOS,6,,,N,Boston Red Sox,Fenway Park I,94,98
880,1931,BRO,LAD,4,,,N,Brooklyn Robins,Ebbets Field,100,99
881,1931,BSN,ATL,7,,,N,Boston Braves,Braves Field,97,99
882,1931,CHA,CHW,8,,,N,Chicago White Sox,Comiskey Park,94,97
883,1931,CHN,CHC,3,,,N,Chicago Cubs,Wrigley Field,102,100
884,1931,CIN,CIN,8,,,N,Cincinnati Reds,Crosley Field,93,96
885,1931,CLE,CLE,4,,,N,Cleveland Indians,League Park II,105,105
886,1931,DET,DET,7,,,N,Detroit Tigers,Navin Field,103,104
887,1931,NY1,SFG,2,,,N,New York Giants,Polo Grounds IV,97,95
888,1931,NYA,NYY,2,,,N,New York Yankees,Yankee Stadium I,95,91
889,1931,PHA,OAK,1,,,N,Philadelphia Athletics,Shibe Park,106,103
890,1931,PHI,PHI,6,,,N,Philadelphia Phillies,Baker Bowl,108,110
891,1931,PIT,PIT,5,,,N,Pittsburgh Pirates,Forbes Field,98,99
892,1931,SLA,BAL,5,,,N,St. Louis Browns,Sportsman's Park IV,103,105
893,1931,SLN,STL,1,,,Y,St. Louis Cardinals,Sportsman's Park IV,105,103
894,1931,WS1,MIN,3,,,N,Washington Senators,Griffith Stadium I,101,98
895,1932,BOS,BOS,8,,,N,Boston Red Sox,Fenway Park I,95,99
896,1932,BRO,LAD,3,,,N,Brooklyn Dodgers,Ebbets Field,98,98
897,1932,BSN,ATL,5,,,N,Boston Braves,Braves Field,96,97
898,1932,CHA,CHW,7,,,N,Chicago White Sox,Comiskey Park,93,96
899,1932,CHN,CHC,1,,,N,Chicago Cubs,Wrigley Field,100,98
900,1932,CIN,CIN,8,,,N,Cincinnati Reds,Crosley Field,96,99
901,1932,CLE,CLE,4,,,N,Cleveland Indians,League Park II/Cleveland Stadium,109,107
902,1932,DET,DET,5,,,N,Detroit Tigers,Navin Field,104,105
903,1932,NY1,SFG,6,,,N,New York Giants,Polo Grounds IV,98,96
904,1932,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,96,92
905,1932,PHA,OAK,2,,,N,Philadelphia Athletics,Shibe Park,104,101
906,1932,PHI,PHI,4,,,N,Philadelphia Phillies,Baker Bowl,112,114
907,1932,PIT,PIT,2,,,N,Pittsburgh Pirates,Forbes Field,97,97
908,1932,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park IV,105,108
909,1932,SLN,STL,6,,,N,St. Louis Cardinals,Sportsman's Park IV,104,102
910,1932,WS1,MIN,3,,,N,Washington Senators,Griffith Stadium I,99,96
911,1933,BOS,BOS,7,,,N,Boston Red Sox,Fenway Park I,103,103
912,1933,BRO,LAD,6,,,N,Brooklyn Dodgers,Ebbets Field,96,96
913,1933,BSN,ATL,4,,,N,Boston Braves,Braves Field,92,92
914,1933,CHA,CHW,6,,,N,Chicago White Sox,Comiskey Park,95,98
915,1933,CHN,CHC,3,,,N,Chicago Cubs,Wrigley Field,100,99
916,1933,CIN,CIN,8,,,N,Cincinnati Reds,Crosley Field,97,101
917,1933,CLE,CLE,4,,,N,Cleveland Indians,League Park II/Cleveland Stadium,106,106
918,1933,DET,DET,5,,,N,Detroit Tigers,Navin Field,102,101
919,1933,NY1,SFG,1,,,Y,New York Giants,Polo Grounds IV,99,97
920,1933,NYA,NYY,2,,,N,New York Yankees,Yankee Stadium I,95,91
921,1933,PHA,OAK,3,,,N,Philadelphia Athletics,Shibe Park,101,100
922,1933,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,112,114
923,1933,PIT,PIT,2,,,N,Pittsburgh Pirates,Forbes Field,100,99
924,1933,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park IV,106,108
925,1933,SLN,STL,5,,,N,St. Louis Cardinals,Sportsman's Park IV,106,105
926,1933,WS1,MIN,1,,,N,Washington Senators,Griffith Stadium I,99,98
927,1934,BOS,BOS,4,,,N,Boston Red Sox,Fenway Park II,105,105
928,1934,BRO,LAD,6,,,N,Brooklyn Dodgers,Ebbets Field,95,96
929,1934,BSN,ATL,4,,,N,Boston Braves,Braves Field,92,94
930,1934,CHA,CHW,8,,,N,Chicago White Sox,Comiskey Park,103,105
931,1934,CHN,CHC,3,,,N,Chicago Cubs,Wrigley Field,99,96
932,1934,CIN,CIN,8,,,N,Cincinnati Reds,Crosley Field,96,100
933,1934,CLE,CLE,3,,,N,Cleveland Indians,League Park II/Cleveland Stadium,101,100
934,1934,DET,DET,1,,,N,Detroit Tigers,Navin Field,100,98
935,1934,NY1,SFG,2,,,N,New York Giants,Polo Grounds IV,98,96
936,1934,NYA,NYY,2,,,N,New York Yankees,Yankee Stadium I,94,91
937,1934,PHA,OAK,5,,,N,Philadelphia Athletics,Shibe Park,96,98
938,1934,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,113,116
939,1934,PIT,PIT,5,,,N,Pittsburgh Pirates,Forbes Field,103,102
940,1934,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park IV,107,110
941,1934,SLN,STL,1,,,Y,St. Louis Cardinals,Sportsman's Park IV,107,104
942,1934,WS1,MIN,7,,,N,Washington Senators,Griffith Stadium I,96,96
943,1935,BOS,BOS,4,,,N,Boston Red Sox,Fenway Park II,107,106
944,1935,BRO,LAD,5,,,N,Brooklyn Dodgers,Ebbets Field,98,99
945,1935,BSN,ATL,8,,,N,Boston Braves,Braves Field,92,94
946,1935,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,102,103
947,1935,CHN,CHC,1,,,N,Chicago Cubs,Wrigley Field,101,98
948,1935,CIN,CIN,6,,,N,Cincinnati Reds,Crosley Field,96,98
949,1935,CLE,CLE,3,,,N,Cleveland Indians,League Park II/Cleveland Stadium,102,102
950,1935,DET,DET,1,,,Y,Detroit Tigers,Navin Field,96,93
951,1935,NY1,SFG,3,,,N,New York Giants,Polo Grounds IV,99,96
952,1935,NYA,NYY,2,,,N,New York Yankees,Yankee Stadium I,95,91
953,1935,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,99,102
954,1935,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,110,113
955,1935,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,103,102
956,1935,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,104,107
957,1935,SLN,STL,2,,,N,St. Louis Cardinals,Sportsman's Park IV,104,102
958,1935,WS1,MIN,6,,,N,Washington Senators,Griffith Stadium I,97,98
959,1936,BOS,BOS,6,,,N,Boston Red Sox,Fenway Park II,106,106
960,1936,BRO,LAD,7,,,N,Brooklyn Dodgers,Ebbets Field,101,103
961,1936,BSN,ATL,6,,,N,Boston Bees,Braves Field,93,95
962,1936,CHA,CHW,4,,,N,Chicago White Sox,Comiskey Park,104,103
963,1936,CHN,CHC,2,,,N,Chicago Cubs,Wrigley Field,103,99
964,1936,CIN,CIN,5,,,N,Cincinnati Reds,Crosley Field,93,95
965,1936,CLE,CLE,5,,,N,Cleveland Indians,League Park II/Cleveland Stadium,103,102
966,1936,DET,DET,2,,,N,Detroit Tigers,Navin Field,100,98
967,1936,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,100,97
968,1936,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,97,93
969,1936,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,97,101
970,1936,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl,111,114
971,1936,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,102,101
972,1936,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,102,106
973,1936,SLN,STL,2,,,N,St. Louis Cardinals,Sportsman's Park IV,99,98
974,1936,WS1,MIN,3,,,N,Washington Senators,Griffith Stadium I,94,95
975,1937,BOS,BOS,5,,,N,Boston Red Sox,Fenway Park II,104,103
976,1937,BRO,LAD,6,,,N,Brooklyn Dodgers,Ebbets Field,102,104
977,1937,BSN,ATL,5,,,N,Boston Bees,Braves Field,91,91
978,1937,CHA,CHW,3,,,N,Chicago White Sox,Comiskey Park,100,100
979,1937,CHN,CHC,2,,,N,Chicago Cubs,Wrigley Field,104,102
980,1937,CIN,CIN,8,,,N,Cincinnati Reds,Crosley Field,95,95
981,1937,CLE,CLE,4,,,N,Cleveland Indians,League Park II/Cleveland Stadium,98,97
982,1937,DET,DET,2,,,N,Detroit Tigers,Navin Field,102,101
983,1937,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,102,100
984,1937,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,102,97
985,1937,PHA,OAK,7,,,N,Philadelphia Athletics,Shibe Park,98,101
986,1937,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,109,112
987,1937,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,100,98
988,1937,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park IV,100,104
989,1937,SLN,STL,4,,,N,St. Louis Cardinals,Sportsman's Park IV,102,101
990,1937,WS1,MIN,6,,,N,Washington Senators,Griffith Stadium I,95,96
991,1938,BOS,BOS,2,,,N,Boston Red Sox,Fenway Park II,105,103
992,1938,BRO,LAD,7,,,N,Brooklyn Dodgers,Ebbets Field,103,104
993,1938,BSN,ATL,5,,,N,Boston Bees,Braves Field,89,90
994,1938,CHA,CHW,6,,,N,Chicago White Sox,Comiskey Park,103,103
995,1938,CHN,CHC,1,,,N,Chicago Cubs,Wrigley Field,103,101
996,1938,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,98,97
997,1938,CLE,CLE,3,,,N,Cleveland Indians,League Park II/Cleveland Stadium,98,97
998,1938,DET,DET,4,,,N,Detroit Tigers,Briggs Stadium,107,106
999,1938,NY1,SFG,3,,,N,New York Giants,Polo Grounds IV,101,100
1000,1938,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,100,95
1001,1938,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,96,100
1002,1938,PHI,PHI,8,,,N,Philadelphia Phillies,Baker Bowl/Shibe Park,99,105
1003,1938,PIT,PIT,2,,,N,Pittsburgh Pirates,Forbes Field,100,100
1004,1938,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,99,104
1005,1938,SLN,STL,6,,,N,St. Louis Cardinals,Sportsman's Park IV,105,104
1006,1938,WS1,MIN,5,,,N,Washington Senators,Griffith Stadium I,93,94
1007,1939,BOS,BOS,2,,,N,Boston Red Sox,Fenway Park II,104,102
1008,1939,BRO,LAD,3,,,N,Brooklyn Dodgers,Ebbets Field,105,104
1009,1939,BSN,ATL,7,,,N,Boston Bees,Braves Field,92,94
1010,1939,CHA,CHW,4,,,N,Chicago White Sox,Comiskey Park,103,103
1011,1939,CHN,CHC,4,,,N,Chicago Cubs,Wrigley Field,102,100
1012,1939,CIN,CIN,1,,,N,Cincinnati Reds,Crosley Field,102,99
1013,1939,CLE,CLE,3,,,N,Cleveland Indians,League Park II/Cleveland Stadium,97,96
1014,1939,DET,DET,5,,,N,Detroit Tigers,Briggs Stadium,107,106
1015,1939,NY1,SFG,5,,,N,New York Giants,Polo Grounds IV,101,101
1016,1939,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,99,95
1017,1939,PHA,OAK,7,,,N,Philadelphia Athletics,Shibe Park,97,101
1018,1939,PHI,PHI,8,,,N,Philadelphia Phillies,Shibe Park,94,100
1019,1939,PIT,PIT,6,,,N,Pittsburgh Pirates,Forbes Field,98,98
1020,1939,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park IV,102,105
1021,1939,SLN,STL,2,,,N,St. Louis Cardinals,Sportsman's Park IV,106,105
1022,1939,WS1,MIN,6,,,N,Washington Senators,Griffith Stadium I,92,94
1023,1940,BOS,BOS,4,,,N,Boston Red Sox,Fenway Park II,104,102
1024,1940,BRO,LAD,2,,,N,Brooklyn Dodgers,Ebbets Field,108,105
1025,1940,BSN,ATL,7,,,N,Boston Bees,Braves Field,94,96
1026,1940,CHA,CHW,4,,,N,Chicago White Sox,Comiskey Park,102,101
1027,1940,CHN,CHC,5,,,N,Chicago Cubs,Wrigley Field,98,97
1028,1940,CIN,CIN,1,,,Y,Cincinnati Reds,Crosley Field,102,99
1029,1940,CLE,CLE,2,,,N,Cleveland Indians,League Park II/Cleveland Stadium,98,97
1030,1940,DET,DET,1,,,N,Detroit Tigers,Briggs Stadium,109,108
1031,1940,NY1,SFG,6,,,N,New York Giants,Polo Grounds IV,101,101
1032,1940,NYA,NYY,3,,,N,New York Yankees,Yankee Stadium I,96,92
1033,1940,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,97,101
1034,1940,PHI,PHI,8,,,N,Philadelphia Phillies,Shibe Park,95,101
1035,1940,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,99,99
1036,1940,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park IV,102,105
1037,1940,SLN,STL,3,,,N,St. Louis Cardinals,Sportsman's Park IV,106,103
1038,1940,WS1,MIN,7,,,N,Washington Senators,Griffith Stadium I,93,95
1039,1941,BOS,BOS,2,,,N,Boston Red Sox,Fenway Park II,103,101
1040,1941,BRO,LAD,1,,,N,Brooklyn Dodgers,Ebbets Field,106,102
1041,1941,BSN,ATL,7,,,N,Boston Braves,Braves Field,94,97
1042,1941,CHA,CHW,3,,,N,Chicago White Sox,Comiskey Park,99,99
1043,1941,CHN,CHC,6,,,N,Chicago Cubs,Wrigley Field,96,96
1044,1941,CIN,CIN,3,,,N,Cincinnati Reds,Crosley Field,101,99
1045,1941,CLE,CLE,4,,,N,Cleveland Indians,League Park II/Cleveland Stadium,95,95
1046,1941,DET,DET,4,,,N,Detroit Tigers,Briggs Stadium,110,110
1047,1941,NY1,SFG,5,,,N,New York Giants,Polo Grounds IV,103,102
1048,1941,NYA,NYY,1,,,Y,New York Yankees,Yankee Stadium I,99,95
1049,1941,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,98,101
1050,1941,PHI,PHI,8,,,N,Philadelphia Phillies,Shibe Park,95,101
1051,1941,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,100,100
1052,1941,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park IV,104,104
1053,1941,SLN,STL,2,,,N,St. Louis Cardinals,Sportsman's Park IV,107,104
1054,1941,WS1,MIN,6,,,N,Washington Senators,Griffith Stadium I,95,97
1055,1942,BOS,BOS,2,,,N,Boston Red Sox,Fenway Park II,104,102
1056,1942,BRO,LAD,2,,,N,Brooklyn Dodgers,Ebbets Field,103,99
1057,1942,BSN,ATL,7,,,N,Boston Braves,Braves Field,97,100
1058,1942,CHA,CHW,6,,,N,Chicago White Sox,Comiskey Park,97,98
1059,1942,CHN,CHC,6,,,N,Chicago Cubs,Wrigley Field,96,96
1060,1942,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,100,99
1061,1942,CLE,CLE,4,,,N,Cleveland Indians,League Park II/Cleveland Stadium,94,94
1062,1942,DET,DET,5,,,N,Detroit Tigers,Briggs Stadium,108,108
1063,1942,NY1,SFG,3,,,N,New York Giants,Polo Grounds IV,101,102
1064,1942,NYA,NYY,1,,,N,New York Yankees,Yankee Stadium I,98,94
1065,1942,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,100,104
1066,1942,PHI,PHI,8,,,N,Philadelphia Phillies,Shibe Park,94,99
1067,1942,PIT,PIT,5,,,N,Pittsburgh Pirates,Forbes Field,103,102
1068,1942,SLA,BAL,3,,,N,St. Louis Browns,Sportsman's Park IV,102,102
1069,1942,SLN,STL,1,,,Y,St. Louis Cardinals,Sportsman's Park IV,108,104
1070,1942,WS1,MIN,7,,,N,Washington Senators,Griffith Stadium I,99,100
1071,1943,BOS,BOS,7,,,N,Boston Red Sox,Fenway Park II,102,101
1072,1943,BRO,LAD,3,,,N,Brooklyn Dodgers,Ebbets Field,101,100
1073,1943,BSN,ATL,6,,,N,Boston Braves,Braves Field,98,100
1074,1943,CHA,CHW,4,,,N,Chicago White Sox,Comiskey Park,99,101
1075,1943,CHN,CHC,5,,,N,Chicago Cubs,Wrigley Field,98,98
1076,1943,CIN,CIN,2,,,N,Cincinnati Reds,Crosley Field,99,99
1077,1943,CLE,CLE,3,,,N,Cleveland Indians,League Park II/Cleveland Stadium,93,94
1078,1943,DET,DET,5,,,N,Detroit Tigers,Briggs Stadium,107,106
